,Season,Crop,Temperature,humidity,soil moisture, area,Production
6897,Kharif     ,Urad,37.0,40.0,46.0,421.0,203.0
6898,Rabi       ,Dry chillies,36.0,41.0,50.0,613.0,1582.0
6899,Rabi       ,Gram,37.0,42.0,55.0,9.0,14.0
6900,Rabi       ,Groundnut,36.0,40.0,54.0,434.0,897.0
6901,Rabi       ,Horse-gram,34.0,45.0,52.0,1032.0,418.0
6902,Rabi       ,Jowar,34.0,55.0,62.0,1.0,2.0
6903,Rabi       ,Maize,35.0,50.0,59.0,6094.0,41080.0
6904,Rabi       ,Moong(Green Gram),25.0,55.0,55.0,62091.0,16144.0
6905,Rabi       ,Onion,36.0,35.0,45.0,79.0,1384.0
6906,Rabi       ,Other  Rabi pulses,37.0,40.0,46.0,456.0,124.0
6907,Rabi       ,Ragi,36.0,41.0,50.0,35.0,58.0
6908,Rabi       ,Rice,37.0,42.0,55.0,162903.0,766296.0
6909,Rabi       ,Sesamum,36.0,40.0,54.0,1319.0,311.0
6910,Rabi       ,Sunflower,34.0,45.0,52.0,291.0,260.0
6911,Rabi       ,Urad,34.0,55.0,62.0,44482.0,11165.0
6912,Whole Year ,Banana,35.0,50.0,59.0,10324.0,96684.0
6913,Whole Year ,Cashewnut,25.0,55.0,55.0,33657.0,2902.0
6914,Whole Year ,Coconut ,36.0,35.0,45.0,49381.0,674125653.0
6915,Whole Year ,Coriander,37.0,40.0,46.0,22.0,14.0
6916,Whole Year ,Sugarcane,36.0,41.0,50.0,15965.0,1356801.0
6917,Whole Year ,Sweet potato,37.0,42.0,55.0,60.0,549.0
6918,Whole Year ,Tapioca,36.0,40.0,54.0,19300.0,142087.0
6919,Whole Year ,Tobacco,34.0,45.0,52.0,4881.0,6777.0
6920,Whole Year ,Turmeric,34.0,55.0,62.0,416.0,3363.0
6921,Kharif     ,Arhar/Tur,35.0,50.0,59.0,1008.0,611.0
6922,Kharif     ,Bajra,25.0,55.0,55.0,1500.0,1037.0
6923,Kharif     ,Castor seed,36.0,35.0,45.0,62.0,22.0
6924,Kharif     ,Cotton(lint),37.0,40.0,46.0,13939.0,10167.0
6925,Kharif     ,Dry chillies,36.0,41.0,50.0,786.0,3296.0
6926,Kharif     ,Groundnut,37.0,42.0,55.0,85.0,95.0
6927,Kharif     ,Horse-gram,36.0,40.0,54.0,87.0,34.0
6928,Kharif     ,Jowar,34.0,45.0,52.0,558.0,310.0
6929,Kharif     ,Maize,34.0,55.0,62.0,1763.0,6308.0
6930,Kharif     ,Mesta,35.0,50.0,59.0,6.0,55.0
6931,Kharif     ,Moong(Green Gram),25.0,55.0,55.0,199.0,138.0
6932,Kharif     ,Niger seed,36.0,35.0,45.0,109.0,42.0
6933,Kharif     ,Onion,37.0,40.0,46.0,296.0,5550.0
6934,Kharif     ,Ragi,36.0,41.0,50.0,379.0,344.0
6935,Kharif     ,Rice,37.0,42.0,55.0,217411.0,348727.0
6936,Kharif     ,Sesamum,36.0,40.0,54.0,1275.0,214.0
6937,Kharif     ,Small millets,34.0,45.0,52.0,1194.0,654.0
6938,Kharif     ,Soyabean,34.0,55.0,62.0,156.0,86.0
6939,Kharif     ,Urad,35.0,50.0,59.0,1442.0,496.0
6940,Rabi       ,Bajra,25.0,55.0,55.0,9.0,6.0
6941,Rabi       ,Dry chillies,36.0,35.0,45.0,470.0,1024.0
6942,Rabi       ,Gram,37.0,40.0,46.0,13.0,25.0
6943,Rabi       ,Groundnut,36.0,41.0,50.0,546.0,1289.0
6944,Rabi       ,Horse-gram,37.0,42.0,55.0,827.0,298.0
6945,Rabi       ,Jowar,36.0,40.0,54.0,63.0,184.0
6946,Rabi       ,Maize,34.0,45.0,52.0,7838.0,59349.0
6947,Rabi       ,Moong(Green Gram),34.0,55.0,62.0,64154.0,14627.0
6948,Rabi       ,Onion,35.0,50.0,59.0,74.0,1465.0
6949,Rabi       ,Other  Rabi pulses,25.0,55.0,55.0,453.0,260.0
6950,Rabi       ,Ragi,36.0,35.0,45.0,56.0,106.0
6951,Rabi       ,Rice,37.0,40.0,46.0,170012.0,800927.0
6952,Rabi       ,Sesamum,36.0,41.0,50.0,1086.0,249.0
6953,Rabi       ,Urad,37.0,42.0,55.0,44862.0,8210.0
6954,Whole Year ,Arecanut,36.0,40.0,54.0,6.0,5.0
6955,Whole Year ,Banana,34.0,45.0,52.0,15432.0,215971.0
6956,Whole Year ,Cashewnut,34.0,55.0,62.0,33257.0,5280.0
6957,Whole Year ,Coconut ,35.0,50.0,59.0,49692.0,369060890.0
6958,Whole Year ,Coriander,25.0,55.0,55.0,15.0,11.0
6959,Whole Year ,Dry ginger,36.0,35.0,45.0,7.0,19.0
6960,Whole Year ,Sugarcane,37.0,40.0,46.0,18422.0,1465857.0
6961,Whole Year ,Sunflower,36.0,41.0,50.0,573.0,622.0
6962,Whole Year ,Sweet potato,37.0,42.0,55.0,53.0,514.0
6963,Whole Year ,Tapioca,36.0,40.0,54.0,14660.0,122382.0
6964,Whole Year ,Tobacco,34.0,45.0,52.0,7970.0,14449.0
6965,Whole Year ,Turmeric,34.0,55.0,62.0,410.0,2571.0
6966,Kharif     ,Arhar/Tur,35.0,50.0,59.0,917.0,441.0
6967,Kharif     ,Bajra,25.0,55.0,55.0,1516.0,713.0
6968,Kharif     ,Cotton(lint),36.0,35.0,45.0,9034.0,19397.0
6969,Kharif     ,Dry chillies,37.0,40.0,46.0,978.0,4401.0
6970,Kharif     ,Groundnut,36.0,41.0,50.0,122.0,118.0
6971,Kharif     ,Horse-gram,37.0,42.0,55.0,94.0,41.0
6972,Kharif     ,Jowar,36.0,40.0,54.0,640.0,476.0
6973,Kharif     ,Maize,34.0,45.0,52.0,1735.0,4757.0
6974,Kharif     ,Mesta,34.0,55.0,62.0,2.0,18.0
6975,Kharif     ,Moong(Green Gram),35.0,50.0,59.0,273.0,106.0
6976,Kharif     ,Niger seed,25.0,55.0,55.0,70.0,25.0
6977,Kharif     ,Onion,36.0,35.0,45.0,457.0,7663.0
6978,Kharif     ,Ragi,37.0,40.0,46.0,358.0,330.0
6979,Kharif     ,Rice,36.0,41.0,50.0,227930.0,547716.0
6980,Kharif     ,Sesamum,37.0,42.0,55.0,1226.0,314.0
6981,Kharif     ,Small millets,36.0,40.0,54.0,1224.0,639.0
6982,Kharif     ,Soyabean,34.0,45.0,52.0,174.0,177.0
6983,Kharif     ,Urad,34.0,55.0,62.0,1034.0,396.0
6984,Rabi       ,Bajra,35.0,50.0,59.0,24.0,11.0
6985,Rabi       ,Dry chillies,25.0,55.0,55.0,645.0,1927.0
6986,Rabi       ,Gram,36.0,35.0,45.0,170.0,324.0
6987,Rabi       ,Groundnut,37.0,40.0,46.0,407.0,963.0
6988,Rabi       ,Horse-gram,36.0,41.0,50.0,924.0,468.0
6989,Rabi       ,Jowar,37.0,42.0,55.0,15.0,32.0
6990,Rabi       ,Maize,36.0,40.0,54.0,6191.0,61867.0
6991,Rabi       ,Moong(Green Gram),34.0,45.0,52.0,62538.0,16447.0
6992,Rabi       ,Onion,34.0,55.0,62.0,85.0,1014.0
6993,Rabi       ,Other  Rabi pulses,35.0,50.0,59.0,414.0,197.0
6994,Rabi       ,Ragi,25.0,55.0,55.0,32.0,56.0
6995,Rabi       ,Rice,36.0,35.0,45.0,168963.0,845829.0
6996,Rabi       ,Sesamum,37.0,40.0,46.0,1309.0,259.0
6997,Rabi       ,Urad,36.0,41.0,50.0,48368.0,12624.0
6998,Whole Year ,Arecanut,37.0,42.0,55.0,19.0,13.0
6999,Whole Year ,Banana,36.0,40.0,54.0,16772.0,295690.0
7000,Whole Year ,Cashewnut,34.0,45.0,52.0,31774.0,7660.0
7001,Whole Year ,Coconut ,34.0,55.0,62.0,49592.0,613037376.0
7002,Whole Year ,Coriander,35.0,50.0,59.0,38.0,21.0
7003,Whole Year ,Dry ginger,25.0,55.0,55.0,7.0,20.0
7004,Whole Year ,Sugarcane,36.0,35.0,45.0,18911.0,1683779.0
7005,Whole Year ,Sunflower,37.0,40.0,46.0,348.0,268.0
7006,Whole Year ,Sweet potato,36.0,41.0,50.0,48.0,517.0
7007,Whole Year ,Tapioca,37.0,42.0,55.0,19176.0,205260.0
7008,Whole Year ,Tobacco,36.0,40.0,54.0,7116.0,13194.0
7009,Whole Year ,Turmeric,34.0,45.0,52.0,289.0,1699.0
7010,Kharif     ,Arhar/Tur,34.0,55.0,62.0,1000.0,1000.0
7011,Kharif     ,Bajra,35.0,50.0,59.0,1000.0,1000.0
7012,Kharif     ,Cotton(lint),25.0,55.0,55.0,8000.0,18000.0
7013,Kharif     ,Dry chillies,36.0,35.0,45.0,1000.0,2000.0
7014,Kharif     ,Jowar,37.0,40.0,46.0,1000.0,1000.0
7015,Kharif     ,Maize,36.0,41.0,50.0,2000.0,6000.0
7016,Kharif     ,Onion,37.0,42.0,55.0,1000.0,14000.0
7017,Kharif     ,Rice,36.0,40.0,54.0,242000.0,715000.0
7018,Kharif     ,Small millets,34.0,55.0,62.0,1000.0,1000.0
7019,Rabi       ,Dry chillies,25.0,55.0,55.0,1000.0,2000.0
7020,Rabi       ,Gram,36.0,35.0,45.0,1000.0,1000.0
7021,Rabi       ,Horse-gram,37.0,40.0,46.0,1000.0,1000.0
7022,Rabi       ,Maize,36.0,41.0,50.0,6000.0,49000.0
7023,Rabi       ,Moong(Green Gram),37.0,42.0,55.0,66000.0,10000.0
7024,Rabi       ,Rice,36.0,40.0,54.0,169000.0,803000.0
7025,Rabi       ,Urad,34.0,55.0,62.0,48000.0,10000.0
7026,Whole Year ,Sugarcane,35.0,50.0,59.0,17000.0,1488000.0
7027,Whole Year ,Tobacco,25.0,55.0,55.0,7000.0,7000.0
7028,Kharif     ,Arhar/Tur,36.0,35.0,45.0,721.0,344.0
7029,Kharif     ,Bajra,37.0,40.0,46.0,823.0,546.0
7030,Kharif     ,Castor seed,36.0,41.0,50.0,15.0,10.0
7031,Kharif     ,Cotton(lint),37.0,42.0,55.0,7432.0,14165.0
7032,Kharif     ,Dry chillies,36.0,40.0,54.0,553.0,2469.0
7033,Kharif     ,Groundnut,34.0,45.0,52.0,35.0,42.0
7034,Kharif     ,Horse-gram,34.0,55.0,62.0,41.0,23.0
7035,Kharif     ,Jowar,35.0,50.0,59.0,658.0,1681.0
7036,Kharif     ,Maize,25.0,55.0,55.0,1602.0,5154.0
7037,Kharif     ,Mesta,36.0,35.0,45.0,33.0,262.0
7038,Kharif     ,Moong(Green Gram),37.0,40.0,46.0,315.0,124.0
7039,Kharif     ,Niger seed,36.0,41.0,50.0,30.0,13.0
7040,Kharif     ,Onion,37.0,42.0,55.0,915.0,15376.0
7041,Kharif     ,Ragi,36.0,40.0,54.0,552.0,503.0
7042,Kharif     ,Rice,34.0,45.0,52.0,240231.0,716609.0
7043,Kharif     ,Sesamum,34.0,55.0,62.0,715.0,139.0
7044,Kharif     ,Small millets,35.0,50.0,59.0,856.0,338.0
7045,Kharif     ,Soyabean,25.0,55.0,55.0,155.0,212.0
7046,Kharif     ,Urad,36.0,35.0,45.0,995.0,361.0
7047,Rabi       ,Dry chillies,37.0,40.0,46.0,702.0,2478.0
7048,Rabi       ,Gram,36.0,41.0,50.0,728.0,1267.0
7049,Rabi       ,Groundnut,37.0,42.0,55.0,451.0,1011.0
7050,Rabi       ,Horse-gram,36.0,40.0,54.0,552.0,208.0
7051,Rabi       ,Maize,34.0,45.0,52.0,6581.0,49107.0
7052,Rabi       ,Moong(Green Gram),34.0,55.0,62.0,43577.0,12027.0
7053,Rabi       ,Onion,35.0,50.0,59.0,16.0,154.0
7054,Rabi       ,Ragi,25.0,55.0,55.0,115.0,190.0
7055,Rabi       ,Rice,36.0,35.0,45.0,169861.0,796648.0
7056,Rabi       ,Sesamum,37.0,40.0,46.0,969.0,173.0
7057,Rabi       ,Urad,36.0,41.0,50.0,31934.0,8526.0
7058,Whole Year ,Arecanut,37.0,42.0,55.0,20.0,19.0
7059,Whole Year ,Banana,36.0,40.0,54.0,15363.0,291774.0
7060,Whole Year ,Cashewnut,34.0,45.0,52.0,33248.0,6982.0
7061,Whole Year ,Coconut ,34.0,55.0,62.0,50214.0,492936570.0
7062,Whole Year ,Dry ginger,35.0,50.0,59.0,8.0,25.0
7063,Whole Year ,Sugarcane,25.0,55.0,55.0,13592.0,1159182.0
7064,Whole Year ,Sunflower,36.0,35.0,45.0,326.0,330.0
7065,Whole Year ,Sweet potato,37.0,40.0,46.0,83.0,1129.0
7066,Whole Year ,Tapioca,36.0,41.0,50.0,16210.0,205202.0
7067,Whole Year ,Tobacco,37.0,42.0,55.0,8227.0,32814.0
7068,Whole Year ,Turmeric,36.0,40.0,54.0,267.0,1835.0
7069,Kharif     ,Arhar/Tur,34.0,45.0,52.0,707.0,468.0
7070,Kharif     ,Bajra,34.0,55.0,62.0,375.0,287.0
7071,Kharif     ,Castor seed,35.0,50.0,59.0,50.0,28.0
7072,Kharif     ,Cotton(lint),25.0,55.0,55.0,6845.0,19649.0
7073,Kharif     ,Dry chillies,36.0,35.0,45.0,281.0,1347.0
7074,Kharif     ,Groundnut,37.0,40.0,46.0,89.0,99.0
7075,Kharif     ,Horse-gram,36.0,41.0,50.0,128.0,87.0
7076,Kharif     ,Jowar,37.0,42.0,55.0,510.0,601.0
7077,Kharif     ,Maize,36.0,40.0,54.0,983.0,3547.0
7078,Kharif     ,Moong(Green Gram),34.0,45.0,52.0,691.0,123.0
7079,Kharif     ,Niger seed,34.0,55.0,62.0,71.0,24.0
7080,Kharif     ,Onion,35.0,50.0,59.0,501.0,8113.0
7081,Kharif     ,Ragi,25.0,55.0,55.0,708.0,707.0
7082,Kharif     ,Rice,36.0,35.0,45.0,202153.0,616567.0
7083,Kharif     ,Sesamum,37.0,40.0,46.0,784.0,195.0
7084,Kharif     ,Small millets,36.0,41.0,50.0,221.0,105.0
7085,Kharif     ,Soyabean,37.0,42.0,55.0,28.0,23.0
7086,Kharif     ,Urad,36.0,40.0,54.0,4001.0,1180.0
7087,Rabi       ,Arhar/Tur,34.0,45.0,52.0,766.0,507.0
7088,Rabi       ,Dry chillies,34.0,55.0,62.0,290.0,1141.0
7089,Rabi       ,Gram,35.0,50.0,59.0,498.0,818.0
7090,Rabi       ,Groundnut,25.0,55.0,55.0,479.0,1197.0
7091,Rabi       ,Horse-gram,36.0,35.0,45.0,167.0,104.0
7092,Rabi       ,Jowar,37.0,40.0,46.0,34.0,119.0
7093,Rabi       ,Maize,36.0,41.0,50.0,8005.0,59821.0
7094,Rabi       ,Moong(Green Gram),37.0,42.0,55.0,21422.0,5441.0
7095,Rabi       ,Onion,36.0,40.0,54.0,26.0,660.0
7096,Rabi       ,Ragi,34.0,45.0,52.0,4.0,7.0
7097,Rabi       ,Rice,34.0,55.0,62.0,104423.0,456537.0
7098,Rabi       ,Sesamum,35.0,50.0,59.0,1564.0,310.0
7099,Rabi       ,Urad,25.0,55.0,55.0,32258.0,1419.0
7100,Whole Year ,Arecanut,36.0,35.0,45.0,20.0,19.0
7101,Whole Year ,Banana,37.0,40.0,46.0,16159.0,354092.0
7102,Whole Year ,Cashewnut,36.0,41.0,50.0,33459.0,9737.0
7103,Whole Year ,Coconut ,37.0,42.0,55.0,50247.0,527381820.0
7104,Whole Year ,Coriander,36.0,40.0,54.0,8.0,8.0
7105,Whole Year ,Sugarcane,34.0,45.0,52.0,10879.0,1017609.0
7106,Whole Year ,Sunflower,34.0,55.0,62.0,1435.0,1399.0
7107,Whole Year ,Sweet potato,35.0,50.0,59.0,60.0,771.0
7108,Whole Year ,Tapioca,25.0,55.0,55.0,10765.0,144412.0
7109,Whole Year ,Tobacco,36.0,35.0,45.0,8990.0,18802.0
7110,Whole Year ,Turmeric,37.0,40.0,46.0,165.0,1029.0
7111,Kharif     ,Arhar/Tur,36.0,41.0,50.0,689.0,349.0
7112,Kharif     ,Bajra,37.0,42.0,55.0,159.0,83.0
7113,Kharif     ,Castor seed,36.0,40.0,54.0,46.0,20.0
7114,Kharif     ,Cotton(lint),34.0,45.0,52.0,12112.0,21517.0
7115,Kharif     ,Dry chillies,34.0,55.0,62.0,285.0,945.0
7116,Kharif     ,Groundnut,35.0,50.0,59.0,66.0,82.0
7117,Kharif     ,Jowar,25.0,55.0,55.0,273.0,395.0
7118,Kharif     ,Maize,36.0,35.0,45.0,469.0,1399.0
7119,Kharif     ,Moong(Green Gram),37.0,40.0,46.0,293.0,73.0
7120,Kharif     ,Onion,37.0,42.0,55.0,759.0,15073.0
7121,Kharif     ,Ragi,36.0,40.0,54.0,81.0,82.0
7122,Kharif     ,Rice,34.0,45.0,52.0,237640.0,457704.0
7123,Kharif     ,Sesamum,34.0,55.0,62.0,739.0,124.0
7124,Kharif     ,Small millets,35.0,50.0,59.0,83.0,82.0
7125,Kharif     ,Urad,25.0,55.0,55.0,1422.0,600.0
7126,Rabi       ,Arhar/Tur,36.0,35.0,45.0,51.0,26.0
7127,Rabi       ,Dry chillies,37.0,40.0,46.0,446.0,1841.0
7128,Rabi       ,Gram,36.0,41.0,50.0,316.0,526.0
7129,Rabi       ,Groundnut,37.0,42.0,55.0,290.0,635.0
7130,Rabi       ,Horse-gram,36.0,40.0,54.0,139.0,57.0
7131,Rabi       ,Maize,34.0,45.0,52.0,7463.0,54704.0
7132,Rabi       ,Moong(Green Gram),34.0,55.0,62.0,33343.0,3934.0
7133,Rabi       ,Onion,35.0,50.0,59.0,9.0,118.0
7134,Rabi       ,Ragi,25.0,55.0,55.0,14.0,20.0
7135,Rabi       ,Rice,36.0,35.0,45.0,172888.0,849917.0
7136,Rabi       ,Sesamum,37.0,40.0,46.0,837.0,191.0
7137,Rabi       ,Urad,36.0,41.0,50.0,21387.0,4470.0
7138,Whole Year ,Banana,37.0,42.0,55.0,14357.0,392291.0
7139,Whole Year ,Cashewnut,36.0,40.0,54.0,34581.0,6120.0
7140,Whole Year ,Sugarcane,34.0,45.0,52.0,13051.0,1086471.0
7141,Whole Year ,Sunflower,34.0,55.0,62.0,359.0,446.0
7142,Whole Year ,Sweet potato,35.0,50.0,59.0,49.0,627.0
7143,Whole Year ,Tapioca,25.0,55.0,55.0,12391.0,82090.0
7144,Whole Year ,Tobacco,36.0,35.0,45.0,4804.0,11761.0
7145,Whole Year ,Turmeric,37.0,40.0,46.0,339.0,2070.0
7146,Kharif     ,Arhar/Tur,36.0,41.0,50.0,295.0,156.0
7147,Kharif     ,Bajra,37.0,42.0,55.0,94.0,78.0
7148,Kharif     ,Castor seed,36.0,40.0,54.0,46.0,24.0
7149,Kharif     ,Cotton(lint),34.0,45.0,52.0,13150.0,19880.0
7150,Kharif     ,Dry chillies,34.0,55.0,62.0,150.0,570.0
7151,Kharif     ,Groundnut,35.0,50.0,59.0,47.0,66.0
7152,Kharif     ,Jowar,25.0,55.0,55.0,183.0,393.0
7153,Kharif     ,Maize,36.0,35.0,45.0,468.0,1727.0
7154,Kharif     ,Moong(Green Gram),36.0,41.0,50.0,401.0,234.0
7155,Kharif     ,Onion,36.0,40.0,54.0,808.0,11645.0
7156,Kharif     ,other oilseeds,34.0,45.0,52.0,7595.0,130102.0
7157,Kharif     ,Ragi,34.0,55.0,62.0,190.0,135.0
7158,Kharif     ,Rice,35.0,50.0,59.0,197445.0,589741.0
7159,Kharif     ,Sesamum,25.0,55.0,55.0,110.0,25.0
7160,Kharif     ,Small millets,36.0,35.0,45.0,255.0,157.0
7161,Kharif     ,Soyabean,37.0,40.0,46.0,50.0,81.0
7162,Kharif     ,Urad,36.0,41.0,50.0,3330.0,1668.0
7163,Rabi       ,Arhar/Tur,37.0,42.0,55.0,27.0,14.0
7164,Rabi       ,Bajra,36.0,40.0,54.0,6.0,5.0
7165,Rabi       ,Cowpea(Lobia),34.0,45.0,52.0,98.0,78.0
7166,Rabi       ,Dry chillies,34.0,55.0,62.0,180.0,784.0
7167,Rabi       ,Gram,35.0,50.0,59.0,92.0,139.0
7168,Rabi       ,Groundnut,25.0,55.0,55.0,227.0,544.0
7169,Rabi       ,Horse-gram,36.0,35.0,45.0,45.0,19.0
7170,Rabi       ,Maize,37.0,40.0,46.0,8067.0,54017.0
7171,Rabi       ,Moong(Green Gram),36.0,41.0,50.0,33158.0,13031.0
7172,Rabi       ,Onion,37.0,42.0,55.0,38.0,973.0
7173,Rabi       ,other oilseeds,36.0,40.0,54.0,88.0,1858.0
7174,Rabi       ,Rice,34.0,45.0,52.0,139649.0,587084.0
7175,Rabi       ,Sesamum,34.0,55.0,62.0,688.0,149.0
7176,Rabi       ,Urad,35.0,50.0,59.0,27849.0,2674.0
7177,Whole Year ,Arecanut,25.0,55.0,55.0,20.0,8.0
7178,Whole Year ,Banana,36.0,35.0,45.0,13620.0,302514.0
7179,Whole Year ,Cashewnut,37.0,40.0,46.0,33233.0,6329.0
7180,Whole Year ,Coconut ,36.0,41.0,50.0,50741.0,719961050.0
7181,Whole Year ,Sugarcane,37.0,42.0,55.0,12618.0,1069560.0
7182,Whole Year ,Sunflower,36.0,40.0,54.0,344.0,365.0
7183,Whole Year ,Sweet potato,34.0,45.0,52.0,35.0,450.0
7184,Whole Year ,Tapioca,34.0,55.0,62.0,12439.0,124228.0
7185,Whole Year ,Tobacco,35.0,50.0,59.0,4538.0,12728.0
7186,Whole Year ,Turmeric,25.0,55.0,55.0,296.0,2222.0
7187,Kharif     ,Arecanut,36.0,35.0,45.0,22.0,62.0
7188,Kharif     ,Arhar/Tur,37.0,40.0,46.0,321.0,253.0
7189,Kharif     ,Bajra,36.0,41.0,50.0,85.0,101.0
7190,Kharif     ,Brinjal,37.0,42.0,55.0,1751.0,19678.0
7191,Kharif     ,Cabbage,36.0,40.0,54.0,22.0,579.0
7192,Kharif     ,Cashewnut,34.0,45.0,52.0,31533.0,6559.0
7193,Kharif     ,Castor seed,34.0,55.0,62.0,46.0,47.0
7194,Kharif     ,Cotton(lint),35.0,50.0,59.0,16845.0,32501.0
7195,Kharif     ,Dry chillies,25.0,55.0,55.0,89.0,368.0
7196,Kharif     ,Groundnut,36.0,35.0,45.0,36.0,59.0
7197,Kharif     ,Jowar,37.0,40.0,46.0,156.0,414.0
7198,Kharif     ,Lemon,36.0,41.0,50.0,1011.0,7437.0
7199,Kharif     ,Maize,37.0,42.0,55.0,495.0,1938.0
7200,Kharif     ,Mango,36.0,40.0,54.0,15851.0,157496.0
7201,Kharif     ,Moong(Green Gram),34.0,45.0,52.0,271.0,121.0
7202,Kharif     ,Onion,34.0,55.0,62.0,547.0,10443.0
7203,Kharif     ,Papaya,35.0,50.0,59.0,231.0,25164.0
7204,Kharif     ,Ragi,25.0,55.0,55.0,630.0,668.0
7205,Kharif     ,Rice,36.0,35.0,45.0,232300.0,355651.0
7206,Kharif     ,Sapota,37.0,40.0,46.0,328.0,4330.0
7207,Kharif     ,Sesamum,36.0,41.0,50.0,119.0,28.0
7208,Kharif     ,Small millets,37.0,42.0,55.0,223.0,133.0
7209,Kharif     ,Sugarcane,36.0,40.0,54.0,13909.0,1111275.0
7210,Kharif     ,Sweet potato,34.0,45.0,52.0,9.0,87.0
7211,Kharif     ,Tapioca,34.0,55.0,62.0,11343.0,208870.0
7212,Kharif     ,Tobacco,35.0,50.0,59.0,2235.0,5840.0
7213,Kharif     ,Tomato,25.0,55.0,55.0,433.0,9453.0
7214,Kharif     ,Turmeric,36.0,35.0,45.0,183.0,1212.0
7215,Kharif     ,Urad,37.0,40.0,46.0,1298.0,919.0
7216,Rabi       ,Brinjal,36.0,41.0,50.0,865.0,9721.0
7217,Rabi       ,Cabbage,37.0,42.0,55.0,31.0,816.0
7218,Rabi       ,Cowpea(Lobia),36.0,40.0,54.0,197.0,180.0
7219,Rabi       ,Dry chillies,34.0,45.0,52.0,122.0,487.0
7220,Rabi       ,Gram,34.0,55.0,62.0,124.0,225.0
7221,Rabi       ,Groundnut,35.0,50.0,59.0,241.0,586.0
7222,Rabi       ,Horse-gram,25.0,55.0,55.0,161.0,90.0
7223,Rabi       ,Jowar,36.0,35.0,45.0,2.0,8.0
7224,Rabi       ,Maize,37.0,40.0,46.0,9485.0,71659.0
7225,Rabi       ,Mesta,36.0,41.0,50.0,104.0,897.0
7226,Rabi       ,Moong(Green Gram),37.0,42.0,55.0,27520.0,12329.0
7227,Rabi       ,Onion,36.0,40.0,54.0,15.0,330.0
7228,Rabi       ,Rice,34.0,45.0,52.0,168756.0,746239.0
7229,Rabi       ,Sesamum,34.0,55.0,62.0,614.0,161.0
7230,Rabi       ,Sunflower,35.0,50.0,59.0,348.0,337.0
7231,Rabi       ,Tobacco,25.0,55.0,55.0,2757.0,8757.0
7232,Rabi       ,Tomato,36.0,35.0,45.0,666.0,6486.0
7233,Rabi       ,Urad,37.0,40.0,46.0,20768.0,7606.0
7234,Whole Year ,Coconut ,36.0,41.0,50.0,49516.0,729965000.0
7235,Kharif     ,Arecanut,37.0,42.0,55.0,23.0,69.0
7236,Kharif     ,Arhar/Tur,36.0,40.0,54.0,465.0,447.0
7237,Kharif     ,Bajra,34.0,45.0,52.0,66.0,78.0
7238,Kharif     ,Brinjal,34.0,55.0,62.0,1615.0,10528.0
7239,Kharif     ,Cabbage,35.0,50.0,59.0,22.0,413.0
7240,Kharif     ,Cashewnut,25.0,55.0,55.0,30402.0,7753.0
7241,Kharif     ,Castor seed,36.0,35.0,45.0,45.0,36.0
7242,Kharif     ,Cotton(lint),37.0,40.0,46.0,21781.0,24728.0
7243,Kharif     ,Cowpea(Lobia),36.0,41.0,50.0,7.0,3.0
7244,Kharif     ,Dry chillies,37.0,42.0,55.0,189.0,916.0
7245,Kharif     ,Groundnut,36.0,40.0,54.0,61.0,114.0
7246,Kharif     ,Horse-gram,34.0,45.0,52.0,5.0,3.0
7247,Kharif     ,Jowar,34.0,55.0,62.0,192.0,335.0
7248,Kharif     ,Lemon,35.0,50.0,59.0,810.0,4406.0
7249,Kharif     ,Maize,25.0,55.0,55.0,513.0,1626.0
7250,Kharif     ,Mango,36.0,35.0,45.0,15017.0,162814.0
7251,Kharif     ,Moong(Green Gram),37.0,40.0,46.0,210.0,86.0
7252,Kharif     ,Onion,36.0,41.0,50.0,595.0,11204.0
7253,Kharif     ,other oilseeds,37.0,42.0,55.0,8648.0,281707.0
7254,Kharif     ,Papaya,36.0,40.0,54.0,271.0,26530.0
7255,Kharif     ,Ragi,34.0,45.0,52.0,1194.0,1005.0
7256,Kharif     ,Rice,34.0,55.0,62.0,235159.0,434104.0
7257,Kharif     ,Sapota,35.0,50.0,59.0,302.0,2841.0
7258,Kharif     ,Sesamum,25.0,55.0,55.0,211.0,95.0
7259,Kharif     ,Small millets,36.0,35.0,45.0,305.0,155.0
7260,Kharif     ,Sugarcane,37.0,40.0,46.0,13857.0,1165341.0
7261,Kharif     ,Sweet potato,36.0,41.0,50.0,22.0,193.0
7262,Kharif     ,Tapioca,37.0,42.0,55.0,10383.0,191193.0
7263,Kharif     ,Tobacco,36.0,40.0,54.0,1070.0,2805.0
7264,Kharif     ,Tomato,34.0,45.0,52.0,400.0,7151.0
7265,Kharif     ,Turmeric,34.0,55.0,62.0,159.0,1059.0
7266,Kharif     ,Urad,35.0,50.0,59.0,1969.0,1231.0
7267,Rabi       ,Arhar/Tur,25.0,55.0,55.0,51.0,49.0
7268,Rabi       ,Brinjal,36.0,35.0,45.0,908.0,5919.0
7269,Rabi       ,Cabbage,37.0,40.0,46.0,28.0,526.0
7270,Rabi       ,Cowpea(Lobia),36.0,41.0,50.0,249.0,204.0
7271,Rabi       ,Dry chillies,37.0,42.0,55.0,103.0,483.0
7272,Rabi       ,Gram,36.0,40.0,54.0,134.0,258.0
7273,Rabi       ,Groundnut,34.0,45.0,52.0,127.0,328.0
7274,Rabi       ,Horse-gram,34.0,55.0,62.0,116.0,53.0
